user_id,matched_user_id,action,timestamp,text_score,mbti_score,skill_score,location_score,experience_score,compatibility_score
U062,U069,0,2026-08-19 18:47:00,9.28,100.0,14.29,0.0,70.0,30.28
U062,U065,0,2026-08-07 19:29:00,7.09,55.0,0.0,0.0,90.0,19.05
U063,U036,0,2026-08-12 05:31:00,7.83,100.0,16.67,0.0,80.0,30.42
U063,U050,0,2026-08-11 07:18:00,22.17,80.0,16.67,0.0,50.0,32.09
U063,U043,0,2026-08-08 00:28:00,7.97,85.0,16.67,0.0,50.0,25.98
U063,U098,1,2026-08-29 19:37:00,20.91,80.0,16.67,0.0,50.0,31.45
U063,U071,0,2026-08-10 05:44:00,19.01,70.0,16.67,0.0,50.0,28.51
U064,U027,0,2026-08-28 11:23:00,4.78,70.0,0.0,0.0,50.0,18.89
U064,U069,0,2026-08-12 17:19:00,11.22,85.0,0.0,0.0,50.0,25.11
U064,U048,0,2026-08-25 13:20:00,7.26,100.0,14.29,0.0,50.0,28.27
U064,U070,0,2026-08-14 21:18:00,7.35,55.0,0.0,0.0,50.0,17.17
U064,U037,0,2026-08-26 14:21:00,3.67,50.0,0.0,0.0,50.0,14.34
U065,U100,1,2026-08-19 13:06:00,69.03,75.0,14.29,0.0,80.0,55.66
U065,U037,0,2026-08-04 03:36:00,3.88,60.0,0.0,0.0,60.0,16.94
U065,U098,0,2026-08-25 17:13:00,5.88,75.0,0.0,0.0,60.0,20.94
U065,U007,0,2026-08-14 20:28:00,3.6,75.0,0.0,0.0,100.0,21.8
U065,U027,1,2026-08-07 09:49:00,66.28,100.0,42.86,0.0,70.0,63.07
U066,U018,1,2026-08-30 10:32:00,7.79,65.0,0.0,0.0,60.0,19.89
U066,U090,1,2026-08-23 11:16:00,3.56,65.0,14.29,100.0,90.0,31.42
U066,U086,0,2026-08-04 16:23:00,43.62,70.0,14.29,0.0,100.0,42.95
U066,U008,0,2026-08-21 07:29:00,3.81,75.0,14.29,0.0,50.0,21.55
U066,U032,0,2026-08-06 19:03:00,7.62,40.0,0.0,100.0,50.0,24.31
U067,U019,1,2026-08-13 20:31:00,50.83,65.0,40.0,0.0,60.0,47.41
U067,U007,0,2026-08-21 07:18:00,12.22,80.0,0.0,0.0,100.0,27.11
U067,U081,0,2026-08-23 02:53:00,6.72,75.0,0.0,0.0,60.0,21.36
U067,U064,0,2026-08-14 01:05:00,6.68,85.0,0.0,0.0,50.0,22.84
U067,U026,1,2026-08-28 20:21:00,6.16,75.0,0.0,0.0,90.0,22.58
U068,U073,1,2026-08-24 03:58:00,5.07,65.0,0.0,100.0,80.0,29.53
U068,U049,0,2026-08-31 20:46:00,6.55,85.0,14.29,0.0,100.0,27.42
U068,U022,0,2026-08-26 21:46:00,8.56,55.0,0.0,0.0,100.0,20.28
U068,U098,0,2026-08-03 09:36:00,8.7,65.0,16.67,0.0,70.0,23.35
U068,U093,0,2026-08-08 03:37:00,8.45,65.0,16.67,0.0,70.0,23.22
U069,U016,1,2026-08-04 14:51:00,5.94,75.0,14.29,100.0,100.0,35.11
U069,U072,0,2026-08-25 00:32:00,9.75,80.0,14.29,0.0,50.0,25.52
U069,U078,0,2026-08-10 16:20:00,4.77,85.0,28.57,0.0,90.0,28.17
U069,U025,0,2026-08-15 18:36:00,7.86,55.0,14.29,0.0,100.0,22.07
U069,U055,0,2026-08-04 15:39:00,6.28,70.0,0.0,0.0,80.0,21.14
U070,U002,0,2026-08-15 04:59:00,5.16,65.0,0.0,0.0,60.0,18.58
U070,U093,0,2026-08-03 18:20:00,44.76,60.0,28.57,0.0,60.0,41.67
U070,U077,1,2026-08-01 02:21:00,19.19,70.0,14.29,0.0,70.0,29.24
U070,U071,0,2026-08-10 08:13:00,33.27,40.0,42.86,0.0,90.0,35.56
U070,U090,0,2026-08-21 16:15:00,4.12,55.0,14.29,0.0,100.0,20.2
U071,U065,0,2026-08-02 10:30:00,4.46,55.0,0.0,0.0,90.0,17.73
U071,U093,1,2026-08-11 20:09:00,43.66,80.0,66.67,0.0,70.0,51.33
U071,U061,0,2026-08-13 04:33:00,27.21,85.0,50.0,0.0,100.0,43.1
U071,U041,1,2026-08-14 06:31:00,21.18,50.0,14.29,0.0,70.0,26.24
U071,U009,0,2026-08-06 15:31:00,44.63,70.0,33.33,0.0,80.0,45.32
U072,U016,0,2026-08-01 04:48:00,7.0,55.0,0.0,0.0,50.0,17.0
U072,U033,0,2026-08-29 04:06:00,20.86,55.0,14.29,0.0,50.0,26.07
U072,U051,1,2026-08-26 03:20:00,73.49,85.0,57.14,0.0,90.0,66.82
U072,U062,0,2026-08-16 18:36:00,12.81,80.0,14.29,0.0,80.0,28.55
U072,U044,0,2026-08-20 13:08:00,5.86,65.0,14.29,0.0,100.0,23.07
U073,U032,0,2026-08-22 22:16:00,5.08,40.0,0.0,100.0,90.0,25.04
U073,U054,0,2026-08-02 14:44:00,5.01,90.0,0.0,0.0,50.0,23.01
U073,U048,0,2026-08-07 10:52:00,44.59,65.0,28.57,0.0,80.0,43.58
U073,U095,1,2026-08-19 09:55:00,13.75,80.0,0.0,100.0,100.0,37.88
U073,U013,1,2026-08-26 11:43:00,66.69,80.0,16.67,0.0,50.0,54.34
U074,U037,1,2026-08-14 02:16:00,6.22,80.0,0.0,0.0,70.0,22.61
U074,U027,0,2026-08-27 08:09:00,7.58,40.0,0.0,0.0,80.0,15.79
U074,U026,0,2026-08-01 09:07:00,1.79,60.0,0.0,0.0,80.0,16.9
U074,U070,0,2026-08-10 05:35:00,4.34,55.0,14.29,0.0,90.0,19.81
U074,U038,1,2026-08-10 20:23:00,2.65,85.0,0.0,0.0,80.0,22.33
U075,U045,0,2026-08-17 11:46:00,5.25,55.0,0.0,0.0,50.0,16.12
U075,U053,1,2026-08-14 10:09:00,17.54,40.0,0.0,0.0,100.0,21.77
U075,U100,0,2026-08-29 15:18:00,4.22,55.0,0.0,0.0,100.0,18.11
U075,U061,0,2026-08-26 08:51:00,6.79,60.0,0.0,0.0,90.0,19.89
U075,U067,0,2026-08-15 08:06:00,4.01,75.0,0.0,0.0,80.0,21.0
U076,U049,0,2026-08-28 13:42:00,3.74,65.0,0.0,0.0,90.0,19.37
U076,U091,0,2026-08-02 05:55:00,52.91,60.0,28.57,0.0,90.0,47.24
U076,U073,1,2026-08-25 20:05:00,2.07,85.0,0.0,0.0,70.0,21.53
U076,U046,0,2026-08-20 05:43:00,7.27,65.0,0.0,0.0,50.0,19.14
U076,U099,0,2026-08-18 08:46:00,4.54,80.0,0.0,0.0,60.0,21.27
U077,U016,0,2026-08-24 07:53:00,3.38,75.0,0.0,0.0,90.0,21.19
U077,U083,1,2026-08-29 02:09:00,88.5,65.0,33.33,0.0,50.0,64.75
U077,U062,1,2026-08-02 14:41:00,7.09,100.0,16.67,0.0,80.0,30.04
U077,U064,1,2026-08-26 21:12:00,3.89,85.0,0.0,0.0,50.0,21.44
U077,U060,0,2026-08-29 13:33:00,2.96,75.0,0.0,0.0,50.0,18.98
U078,U050,0,2026-08-25 07:20:00,4.95,65.0,0.0,0.0,80.0,19.47
U078,U033,0,2026-08-31 23:03:00,9.12,90.0,0.0,0.0,90.0,27.06
U078,U041,1,2026-08-14 04:39:00,14.45,65.0,14.29,0.0,90.0,26.87
U078,U058,0,2026-08-01 15:29:00,3.55,90.0,20.0,0.0,90.0,27.27
U078,U075,0,2026-08-12 10:13:00,7.19,90.0,0.0,100.0,90.0,36.1
U079,U040,0,2026-08-17 05:10:00,10.62,65.0,0.0,0.0,100.0,23.31
U079,U076,0,2026-08-23 00:41:00,2.82,50.0,0.0,0.0,60.0,14.41
U079,U061,0,2026-08-17 23:17:00,7.98,100.0,0.0,0.0,70.0,27.49
U079,U022,0,2026-08-20 09:26:00,4.48,55.0,0.0,0.0,70.0,16.74
U079,U028,0,2026-08-27 12:11:00,3.17,70.0,0.0,0.0,80.0,19.58
U080,U007,1,2026-08-31 01:34:00,10.27,65.0,0.0,0.0,70.0,21.63
U080,U069,0,2026-08-04 00:01:00,6.71,85.0,14.29,0.0,50.0,25.0
U080,U038,0,2026-08-09 07:41:00,2.88,85.0,0.0,0.0,50.0,20.94
U080,U050,1,2026-08-02 21:31:00,3.95,65.0,16.67,100.0,60.0,30.48
U080,U087,0,2026-08-21 19:07:00,3.39,65.0,0.0,0.0,50.0,17.2
U081,U088,1,2026-08-20 01:11:00,7.27,40.0,0.0,0.0,80.0,15.64
U081,U058,0,2026-08-31 21:19:00,6.53,100.0,0.0,0.0,80.0,27.26
U081,U056,0,2026-08-06 04:06:00,9.1,100.0,0.0,0.0,70.0,28.05
U081,U092,0,2026-08-19 12:22:00,9.13,70.0,0.0,0.0,90.0,23.07
U081,U030,0,2026-08-15 22:09:00,10.29,55.0,16.67,0.0,90.0,23.14
U082,U065,0,2026-08-04 21:24:00,2.23,75.0,0.0,0.0,70.0,19.61
U082,U032,0,2026-08-17 23:20:00,3.95,40.0,14.29,0.0,90.0,16.62
U082,U029,0,2026-08-10 17:20:00,2.26,40.0,0.0,0.0,90.0,13.63
U082,U049,0,2026-08-08 13:03:00,4.08,80.0,0.0,0.0,80.0,22.04
U082,U073,0,2026-08-19 01:02:00,2.33,100.0,0.0,0.0,100.0,26.17
U083,U100,1,2026-08-21 15:51:00,3.34,85.0,0.0,0.0,50.0,21.17
U083,U080,0,2026-08-18 17:39:00,4.06,50.0,0.0,100.0,80.0,26.03
U083,U020,0,2026-08-31 23:10:00,11.31,70.0,14.29,0.0,50.0,24.3
U083,U088,0,2026-08-09 16:19:00,3.53,70.0,0.0,0.0,50.0,18.27
U083,U024,0,2026-08-27 08:12:00,7.73,55.0,0.0,0.0,50.0,17.37
U084,U028,0,2026-08-21 22:18:00,3.93,70.0,0.0,0.0,90.0,20.47
U084,U099,0,2026-08-10 16:38:00,5.25,70.0,0.0,0.0,90.0,21.13
U084,U032,1,2026-08-27 19:05:00,15.16,75.0,0.0,0.0,90.0,27.08
U084,U096,1,2026-08-10 07:03:00,9.75,65.0,0.0,0.0,100.0,22.88
U084,U025,1,2026-08-24 10:27:00,14.91,40.0,16.67,0.0,90.0,22.45
U085,U013,0,2026-08-17 06:46:00,17.66,100.0,0.0,0.0,50.0,31.33
U085,U022,0,2026-08-12 15:35:00,2.6,40.0,0.0,0.0,80.0,13.3
U085,U044,0,2026-08-14 11:39:00,7.31,85.0,14.29,0.0,100.0,27.8
U085,U076,0,2026-08-18 09:07:00,10.75,65.0,0.0,0.0,90.0,22.88
U085,U062,0,2026-08-28 11:25:00,11.41,100.0,0.0,100.0,80.0,39.71
U086,U053,1,2026-08-26 03:03:00,43.5,55.0,40.0,0.0,70.0,42.25
U086,U072,0,2026-08-19 23:14:00,14.43,70.0,14.29,0.0,100.0,28.36
U086,U090,0,2026-08-16 19:19:00,6.48,75.0,20.0,0.0,90.0,25.74
U086,U092,0,2026-08-24 19:50:00,5.76,55.0,14.29,0.0,60.0,19.02
U086,U073,0,2026-08-16 18:59:00,5.43,70.0,0.0,0.0,60.0,19.71
U087,U031,0,2026-08-16 17:02:00,5.08,100.0,16.67,0.0,90.0,29.54
U087,U056,0,2026-08-28 13:28:00,27.77,55.0,33.33,0.0,80.0,33.89
U087,U067,1,2026-08-05 05:30:00,5.53,80.0,16.67,0.0,70.0,24.77
U087,U059,0,2026-08-17 07:50:00,6.75,70.0,14.29,0.0,60.0,22.52
U087,U091,0,2026-08-25 15:52:00,5.04,75.0,0.0,0.0,80.0,21.52
U088,U022,1,2026-08-20 10:49:00,6.14,75.0,0.0,0.0,90.0,22.57
U088,U008,0,2026-08-20 03:47:00,2.09,60.0,0.0,0.0,50.0,15.54
U088,U086,1,2026-08-15 11:00:00,4.06,55.0,0.0,0.0,70.0,16.53
U088,U038,0,2026-08-01 09:56:00,6.84,65.0,0.0,0.0,90.0,20.92
U088,U056,0,2026-08-21 23:14:00,15.97,40.0,16.67,0.0,90.0,22.99
U089,U030,0,2026-08-18 00:56:00,21.27,65.0,14.29,0.0,90.0,30.28
U089,U022,0,2026-08-26 21:36:00,3.84,55.0,0.0,0.0,90.0,17.42
U089,U099,1,2026-08-24 08:22:00,69.09,100.0,57.14,100.0,80.0,77.12
U089,U023,1,2026-08-26 05:01:00,19.87,75.0,14.29,0.0,90.0,31.58
U089,U074,1,2026-08-21 12:27:00,14.68,100.0,0.0,0.0,90.0,31.84
U090,U023,1,2026-08-13 00:50:00,7.77,75.0,14.29,100.0,90.0,35.53
U090,U072,0,2026-08-07 20:24:00,11.49,65.0,14.29,0.0,90.0,25.39
U090,U062,0,2026-08-04 02:27:00,4.45,85.0,16.67,0.0,90.0,26.22
U090,U041,0,2026-08-25 15:13:00,6.9,65.0,0.0,0.0,60.0,19.45
U090,U092,0,2026-08-13 14:23:00,6.37,50.0,14.29,0.0,70.0,18.83
U091,U080,0,2026-08-11 22:14:00,5.78,70.0,0.0,0.0,60.0,19.89
U091,U010,1,2026-08-10 13:43:00,3.37,75.0,0.0,0.0,90.0,21.19
U091,U077,1,2026-08-13 22:22:00,2.27,55.0,0.0,0.0,80.0,16.13
U091,U030,0,2026-08-03 13:48:00,2.73,75.0,0.0,0.0,80.0,20.36
U091,U046,0,2026-08-15 15:26:00,8.17,55.0,0.0,0.0,50.0,17.58
U092,U063,0,2026-08-26 00:20:00,35.87,65.0,42.86,0.0,50.0,39.86
U092,U031,0,2026-08-13 00:03:00,35.67,85.0,42.86,0.0,90.0,45.76
U092,U012,0,2026-08-17 06:55:00,81.15,65.0,28.57,0.0,90.0,62.36
U092,U035,1,2026-08-01 15:40:00,6.34,55.0,14.29,0.0,100.0,21.31
U092,U013,1,2026-08-10 07:06:00,4.21,65.0,14.29,0.0,50.0,19.75
U093,U073,0,2026-08-16 06:21:00,4.43,70.0,0.0,0.0,90.0,20.71
U093,U081,0,2026-08-09 10:08:00,4.82,55.0,0.0,100.0,100.0,28.41
U093,U084,0,2026-08-24 08:50:00,6.63,65.0,0.0,0.0,90.0,20.81
U093,U011,0,2026-08-22 03:38:00,5.55,85.0,0.0,0.0,100.0,24.77
U093,U077,0,2026-08-14 11:01:00,38.2,50.0,33.33,0.0,90.0,38.6
U094,U075,0,2026-08-11 03:07:00,4.82,75.0,0.0,0.0,100.0,22.41
U094,U051,0,2026-08-30 01:05:00,3.98,65.0,0.0,0.0,80.0,18.99
U094,U006,0,2026-08-14 00:21:00,5.67,80.0,0.0,0.0,50.0,21.34
U094,U034,1,2026-08-31 17:01:00,6.32,80.0,16.67,0.0,80.0,25.66
U094,U067,0,2026-08-14 12:58:00,5.18,100.0,0.0,0.0,80.0,26.59
U095,U057,0,2026-08-27 14:51:00,13.49,75.0,16.67,0.0,80.0,28.24
U095,U031,0,2026-08-02 18:11:00,35.58,80.0,0.0,0.0,90.0,38.29
U095,U023,0,2026-08-22 02:24:00,48.87,90.0,42.86,100.0,80.0,62.86
U095,U096,1,2026-08-31 18:32:00,12.13,80.0,0.0,0.0,100.0,27.07
U095,U016,0,2026-08-09 13:50:00,5.71,75.0,16.67,0.0,90.0,24.85
U096,U069,0,2026-08-16 01:12:00,12.97,80.0,14.29,0.0,90.0,29.13
U096,U053,0,2026-08-18 11:56:00,10.43,85.0,0.0,0.0,90.0,26.71
U096,U013,0,2026-08-02 21:50:00,11.62,80.0,0.0,0.0,50.0,24.31
U096,U019,0,2026-08-16 13:40:00,1.44,85.0,0.0,0.0,90.0,22.22
U096,U072,0,2026-08-13 10:42:00,32.13,100.0,14.29,0.0,60.0,41.21
U097,U011,0,2026-08-04 01:28:00,7.14,65.0,33.33,0.0,90.0,26.07
U097,U075,0,2026-08-10 01:40:00,5.2,75.0,16.67,0.0,90.0,24.6
U097,U086,0,2026-08-23 14:15:00,7.87,90.0,16.67,0.0,60.0,27.43
U097,U071,1,2026-08-03 02:41:00,4.91,70.0,16.67,0.0,80.0,22.96
U097,U019,0,2026-08-22 02:32:00,3.06,65.0,0.0,0.0,90.0,19.03
U098,U011,0,2026-08-09 20:48:00,5.61,85.0,0.0,0.0,100.0,24.81
U098,U003,0,2026-08-13 20:22:00,2.95,100.0,14.29,100.0,70.0,37.12
U098,U007,0,2026-08-30 04:28:00,29.73,100.0,60.0,0.0,60.0,46.86
U098,U079,0,2026-08-27 08:08:00,9.92,65.0,0.0,0.0,100.0,22.96
U098,U002,0,2026-08-10 13:58:00,7.8,55.0,0.0,0.0,100.0,19.9
U099,U027,0,2026-08-30 12:09:00,9.34,40.0,0.0,0.0,90.0,17.17
U099,U062,0,2026-08-02 01:24:00,10.5,85.0,16.67,0.0,70.0,28.25
U099,U036,0,2026-08-22 22:40:00,6.04,85.0,0.0,0.0,50.0,22.52
U099,U061,0,2026-08-20 12:55:00,7.27,70.0,0.0,0.0,70.0,21.13
U099,U071,0,2026-08-27 18:49:00,8.73,85.0,16.67,0.0,70.0,27.37
U100,U007,1,2026-08-16 06:19:00,6.02,100.0,0.0,0.0,80.0,27.01
U100,U035,0,2026-08-04 01:48:00,4.49,40.0,0.0,100.0,90.0,24.75
U100,U062,0,2026-08-01 22:43:00,2.46,80.0,0.0,0.0,90.0,21.73
U100,U099,0,2026-08-12 00:05:00,12.57,65.0,0.0,0.0,80.0,23.28
U100,U028,1,2026-08-11 10:53:00,2.95,75.0,0.0,0.0,100.0,21.47
